Team,Opp.,W/L
Colgate,Navy,L
Boston University,American,W
TCU,Kansas St.,W
Creighton,Providence,L
Texas A&M Corpus Chr,Northwestern St.,W
Stetson,Florida Gulf Coast,W
Kansas,Arizona,L
Gonzaga,Saint Mary's,L
Samford,UNC Greensboro,W
Tarleton St.,Cal Baptist,L
Furman,Western Carolina,L
Massachusetts,Bowling Green,L
Wofford,The Citadel,L
Washington,Wisconsin,L
Cleveland St.,Robert Morris,L
UC San Diego,Cal Poly,W
Robert Morris,Cleveland St.,W
Wagner,Chicago St.,W
Cal St. Northridge,UC Riverside,L
UNC Asheville,Charleston Southern,L
Norfolk St.,Coppin St.,W
Virginia,Duke,L
Utah Valley,Abilene Christian,W
Monmouth,Elon,W
Lafayette,Army,W
Northwestern St.,Texas A&M Corpus Chr,L
LSU,Oklahoma,L
East Texas A&M,UT Rio Grande Valley,L
Tennessee St.,Tennessee Martin,W
Abilene Christian,Utah Valley,L
LIU,Fairleigh Dickinson,W
Oregon,Northwestern,L
Kansas St.,TCU,L
Radford,Longwood,L
Southern,Bethune Cookman,L
Brown,Cornell,L
Austin Peay,Bellarmine,L
Texas A&M,Texas,L
UNC Greensboro,Samford,L
McNeese St.,New Orleans,W
Buffalo,Central Michigan,L
Florida A&M,Grambling St.,W
Northwestern,Oregon,W
Howard,Morgan St.,W
Idaho,Northern Colorado,L
Hampton,Northeastern,W
New Orleans,McNeese St.,L
South Dakota,South Dakota St.,W
Yale,Columbia,W
Winthrop,Presbyterian,W
Idaho St.,Weber St.,L
Texas Southern,Jackson St.,W
South Dakota St.,South Dakota,L
Army,Lafayette,L
Utah Tech,Southern Utah,L
UT Rio Grande Valley,East Texas A&M,W
UC Santa Barbara,UC Irvine,L
West Georgia,North Alabama,W
Washington St.,Pepperdine,L
Northeastern,Hampton,L
Fordham,VCU,L
St. Bonaventure,George Mason,L
Cal Poly,UC San Diego,L
Presbyterian,Winthrop,L
Bryant,NJIT,W
North Dakota,North Dakota St.,L
UTEP,Western Kentucky,L
Fairleigh Dickinson,LIU,L
Southern Indiana,Little Rock,L
Nicholls St.,Southeastern Louisia,W
Mercyhurst,Stonehill,W
Sacramento St.,Montana St.,L
UC Irvine,UC Santa Barbara,W
Air Force,Wyoming,L
Wyoming,Air Force,W
St. Thomas,Nebraska Omaha,W
Loyola Chicago,Richmond,W
Ohio,Toledo,L
Portland St.,Montana,L
Youngstown St.,Green Bay,L
Western Illinois,Lindenwood,L
Mississippi Valley S,Arkansas Pine Bluff,W
Elon,Monmouth,L
Prairie View A&M,Alcorn St.,W
Boston College,Miami FL,L
Southeastern Louisia,Nicholls St.,L
UMass Lowell,UMBC,L
Coppin St.,Norfolk St.,L
Fresno St.,Boise St.,L
Saint Francis,Central Connecticut,L
Hofstra,Stony Brook,W
Dartmouth,Princeton,L
Pacific,San Francisco,L
Villanova,St. John's,L
Stonehill,Mercyhurst,L
Saint Joseph's,Rhode Island,W
Mississippi St.,Missouri,L
Central Connecticut,Saint Francis,W
Harvard,Penn,L
UMKC,Oral Roberts,L
Maryland Eastern Sho,South Carolina St.,W
Eastern Illinois,SIU Edwardsville,L
Maine,Binghamton,L
Northern Arizona,Eastern Washington,L
Delaware St.,North Carolina Centr,L
Houston Christian,Stephen F. Austin,L
USC Upstate,Gardner Webb,W
North Alabama,West Georgia,L
Florida Gulf Coast,Stetson,L
New Haven,Le Moyne,W
Penn,Harvard,W
Arkansas Pine Bluff,Mississippi Valley S,L
Stony Brook,Hofstra,L
Le Moyne,New Haven,L
California,Pittsburgh,L
Morgan St.,Howard,L
Nebraska Omaha,St. Thomas,L
Richmond,Loyola Chicago,L
South Carolina St.,Maryland Eastern Sho,L
Lamar,Incarnate Word,L
American,Boston University,L
Gardner Webb,USC Upstate,L
Columbia,Yale,L
Holy Cross,Loyola MD,L
Grambling St.,Florida A&M,L
Rhode Island,Saint Joseph's,L
Chicago St.,Wagner,L
New Hampshire,Albany,L
Jackson St.,Texas Southern,L
North Florida,Jacksonville,L
NJIT,Bryant,L
Northern Illinois,Ball St.,L
Alcorn St.,Prairie View A&M,L
Tennessee Martin,Tennessee St.,L
Ohio St.,Purdue,W
Michigan St.,Indiana,W
Belmont,Illinois St.,L
Purdue,Ohio St.,L
Illinois St.,Belmont,W
Charleston,UNC Wilmington,W
Bradley,Murray St.,W
Murray St.,Bradley,L
Rice,Temple,W
Indiana,Michigan St.,L
UNC Wilmington,Charleston,L
Southern Illinois,Evansville,W
East Carolina,Memphis,W
Indiana St.,Illinois Chicago,W
Evansville,Southern Illinois,L
South Florida,Tulane,W
Merrimack,Niagara,W
Northern Iowa,Drake,W
Wichita St.,UTSA,W
Charlotte,Florida Atlantic,L
Temple,Rice,L
Niagara,Merrimack,L
DePaul,Marquette,W
Rutgers,Maryland,W
Saint Peter's,Marist,W
La Salle,Davidson,L
Davidson,La Salle,W
UTSA,Wichita St.,L
Mount St. Mary's,Fairfield,W
Illinois Chicago,Indiana St.,L
Florida Atlantic,Charlotte,W
North Texas,UAB,W
Rider,Siena,L
UAB,North Texas,L
Siena,Rider,W
Tulane,South Florida,L
Canisius,Quinnipiac,L
Drake,Northern Iowa,L
Quinnipiac,Canisius,W
Memphis,East Carolina,L
Maryland,Rutgers,L
Marist,Saint Peter's,L
Marquette,DePaul,L
Iona,Manhattan,W
Manhattan,Iona,L
Fairfield,Mount St. Mary's,L
Duke,N.C. State,W
Idaho,Eastern Washington,W
Arizona,Iowa St.,W
N.C. State,Duke,L
Eastern Washington,Idaho,L
Incarnate Word,Stephen F. Austin,L
Montana St.,Northern Arizona,W
Texas A&M Corpus Chr,East Texas A&M,W
Stephen F. Austin,Incarnate Word,W
East Texas A&M,Texas A&M Corpus Chr,L
Howard,Coppin St.,W
Portland St.,Weber St.,W
Morgan St.,Norfolk St.,W
Cleveland St.,IU Indy,W
Northern Colorado,Montana,W
Sacramento St.,Idaho St.,W
McNeese St.,Nicholls St.,W
UT Rio Grande Valley,Northwestern St.,W
Southeastern Louisia,New Orleans,W
Houston Christian,Lamar,W
North Carolina Centr,Maryland Eastern Sho,W
Iowa St.,Arizona,L
Northern Arizona,Montana St.,L
New Orleans,Southeastern Louisia,L
Nicholls St.,McNeese St.,L
Coppin St.,Howard,L
IU Indy,Cleveland St.,L
Northwestern St.,UT Rio Grande Valley,L
Norfolk St.,Morgan St.,L
Maryland Eastern Sho,North Carolina Centr,L
South Carolina St.,Delaware St.,W
Weber St.,Portland St.,L
Idaho St.,Sacramento St.,L
Delaware St.,South Carolina St.,L
Montana,Northern Colorado,L
Lamar,Houston Christian,L
Colorado,Utah,W
Boise St.,San Diego St.,W
Florida,Mississippi St.,W
Georgia,Alabama,W
UCLA,Nebraska,W
Texas A&M,Kentucky,W
Wyoming,Nevada,W
Tennessee,South Carolina,W
Oklahoma,Missouri,W
Oklahoma St.,UCF,W
Auburn,LSU,W
Kent St.,Northern Illinois,W
Mississippi St.,Florida,L
UNLV,Utah St.,W
Cincinnati,BYU,W
William & Mary,Hampton,W
Monmouth,Northeastern,W
TCU,Texas Tech,W
Northeastern,Monmouth,L
Alabama,Georgia,L
Mississippi,Vanderbilt,L
Kentucky,Texas A&M,L
UCF,Oklahoma St.,L
Xavier,Seton Hall,L
UMBC,NJIT,W
Grand Canyon,Air Force,W
Vanderbilt,Mississippi,W
Alabama A&M,Grambling St.,W
Seton Hall,Xavier,W
Utah,Colorado,L
Louisville,Syracuse,W
Virginia Tech,Boston College,W
Illinois,Oregon,W
Georgetown,St. John's,L
San Diego St.,Boise St.,L
Hampton,William & Mary,L
Louisiana,Georgia St.,W
LSU,Auburn,L
Wake Forest,Virginia,L
Campbell,North Carolina A&T,W
Old Dominion,Louisiana Monroe,W
George Mason,VCU,L
VCU,George Mason,W
Holy Cross,Lafayette,W
Virginia,Wake Forest,W
Massachusetts,Ohio,W
BYU,Cincinnati,L
Texas Tech,TCU,L
North Carolina,Clemson,W
Arizona St.,Kansas,W
Buffalo,Eastern Michigan,W
Ohio,Massachusetts,L
Fresno St.,San Jose St.,W
South Carolina,Tennessee,L
Kansas St.,West Virginia,W
Jackson St.,Arkansas Pine Bluff,W
Nevada,Wyoming,L
Hofstra,Drexel,W
Clemson,North Carolina,L
Akron,Central Michigan,W
San Jose St.,Fresno St.,L
Green Bay,Purdue Fort Wayne,W
Dayton,Richmond,W
UNC Wilmington,Elon,W
Georgia St.,Louisiana,L
Louisiana Monroe,Old Dominion,L
Miami OH,Toledo,W
Towson,Stony Brook,W
Lafayette,Holy Cross,L
Arkansas Pine Bluff,Jackson St.,L
Toledo,Miami OH,L
St. John's,Georgetown,W
Missouri,Oklahoma,L
Bryant,New Hampshire,L
Stony Brook,Towson,L
Richmond,Dayton,L
UMass Lowell,Maine,W
North Carolina A&T,Campbell,L
Utah St.,UNLV,L
Syracuse,Louisville,L
Vermont,Albany,W
Northern Illinois,Kent St.,L
Drexel,Hofstra,L
Central Michigan,Akron,L
New Hampshire,Bryant,W
Boston College,Virginia Tech,L
Western Michigan,Ball St.,L
West Virginia,Kansas St.,L
Ball St.,Western Michigan,W
Air Force,Grand Canyon,L
Alcorn St.,Mississippi Valley S,W
Southern,Alabama St.,W
Grambling St.,Alabama A&M,L
Albany,Vermont,L
Nebraska,UCLA,L
Eastern Michigan,Buffalo,L
Oregon,Illinois,L
Purdue Fort Wayne,Green Bay,L
Mississippi Valley S,Alcorn St.,L
Alabama St.,Southern,L
Kansas,Arizona St.,L
Elon,UNC Wilmington,L
Bucknell,Army,W
Army,Bucknell,L
NJIT,UMBC,L
Maine,UMass Lowell,L
Ohio St.,Penn St.,W
Stanford,Notre Dame,W
Arkansas,Texas,W
La Salle,Fordham,W
Wisconsin,Maryland,W
Stetson,Eastern Kentucky,W
Notre Dame,Stanford,L
Indiana,Minnesota,W
Purdue,Northwestern,W
Florida St.,Pittsburgh,W
Saint Louis,Loyola Chicago,W
Northwestern,Purdue,L
Bellarmine,Jacksonville,W
Colorado St.,New Mexico,W
Georgia Southern,Old Dominion,W
Baylor,Houston,L
Fordham,La Salle,L
Chicago St.,LIU,L
Charlotte,UAB,L
Washington,USC,W
Loyola Chicago,Saint Louis,L
UAB,Charlotte,W
Miami FL,SMU,W
James Madison,Louisiana,W
LIU,Chicago St.,W
Detroit Mercy,Milwaukee,W
Texas,Arkansas,L
Villanova,DePaul,W
Saint Joseph's,Davidson,W
Northern Kentucky,Oakland,W
Old Dominion,Georgia Southern,L
Oral Roberts,UMKC,W
Houston,Baylor,W
Eastern Illinois,SIU Edwardsville,W
West Georgia,North Florida,W
Marquette,Providence,W
Oakland,Northern Kentucky,L
Stonehill,Le Moyne,W
USC,Washington,L
Pittsburgh,Florida St.,L
Davidson,Saint Joseph's,L
St. Bonaventure,George Washington,L
Creighton,Butler,W
Wright St.,Cleveland St.,W
Rice,North Texas,L
George Washington,St. Bonaventure,W
North Florida,West Georgia,L
Eastern Kentucky,Stetson,L
SMU,Miami FL,L
Penn St.,Ohio St.,L
Jacksonville,Bellarmine,L
Robert Morris,Youngstown St.,W
Wagner,Central Connecticut,W
SIU Edwardsville,Eastern Illinois,L
Le Moyne,Stonehill,L
California,Georgia Tech,W
Louisiana,James Madison,L
Florida Gulf Coast,North Alabama,W
Mercyhurst,Fairleigh Dickinson,W
Gardner Webb,USC Upstate,W
New Mexico,Colorado St.,L
Georgia Tech,California,L
Cleveland St.,Wright St.,L
Central Connecticut,Wagner,L
Rhode Island,Duquesne,W
North Alabama,Florida Gulf Coast,L
Milwaukee,Detroit Mercy,L
Maryland,Wisconsin,L
North Texas,Rice,W
Fairleigh Dickinson,Mercyhurst,L
DePaul,Villanova,L
Youngstown St.,Robert Morris,L
Duquesne,Rhode Island,L
USC Upstate,Gardner Webb,L
Butler,Creighton,L
Minnesota,Indiana,L
Lindenwood,Little Rock,W
Providence,Marquette,L
UMKC,Oral Roberts,L
Little Rock,Lindenwood,L
Tulsa,East Carolina,W
Rutgers,Michigan St.,L
South Florida,Memphis,W
Michigan St.,Rutgers,W
Utah Valley,Southern Utah,W
Sacred Heart,Iona,W
Missouri St.,Western Kentucky,W
UC Irvine,Cal Poly,W
Louisiana Tech,Liberty,W
Cal Poly,UC Irvine,L
Colgate,Loyola MD,W
Temple,Tulane,W
Iowa,Michigan,L
Southern Utah,Utah Valley,L
Hawaii,UC Riverside,W
Memphis,South Florida,L
Boston University,American,W
Liberty,Louisiana Tech,L
Michigan,Iowa,W
Cal Baptist,Abilene Christian,W
Bucknell,Navy,L
Southern,Alabama A&M,W
St. Thomas,South Dakota St.,W
Delaware,Sam Houston St.,W
Georgia Southern,Arkansas St.,W
Loyola MD,Colgate,L
Southern Miss,James Madison,W
UC Riverside,Hawaii,L
San Diego,Loyola Marymount,W
Western Kentucky,Missouri St.,L
Norfolk St.,Howard,L
Drake,Southern Illinois,W
Mississippi Valley S,Jackson St.,L
American,Boston University,L
Howard,Norfolk St.,W
James Madison,Southern Miss,L
Jackson St.,Mississippi Valley S,W
Florida A&M,Bethune Cookman,W
Iona,Sacred Heart,L
Bethune Cookman,Florida A&M,L
Cal St. Fullerton,UC San Diego,W
North Dakota St.,Oral Roberts,W
Navy,Bucknell,W
South Dakota St.,St. Thomas,L
Alabama A&M,Southern,L
Indiana St.,Valparaiso,L
Portland,Pepperdine,W
UT Arlington,Tarleton St.,W
Sam Houston St.,Delaware,L
Cal St. Bakersfield,Cal St. Northridge,L
Eastern Illinois,Tennessee Martin,L
Tarleton St.,UT Arlington,L
Arkansas St.,Georgia Southern,L
Evansville,Northern Iowa,L
Middle Tennessee,FIU,W
UC San Diego,Cal St. Fullerton,L
Valparaiso,Indiana St.,W
Tennessee Martin,Eastern Illinois,W
Northern Iowa,Evansville,W
UTEP,Kennesaw St.,W
Jacksonville St.,New Mexico St.,L
Arkansas Pine Bluff,Alcorn St.,W
Cal St. Northridge,Cal St. Bakersfield,W
South Carolina St.,North Carolina Centr,W
Prairie View A&M,Texas Southern,W
Lindenwood,Southeast Missouri S,L
FIU,Middle Tennessee,L
Southeast Missouri S,Lindenwood,W
Oral Roberts,North Dakota St.,L
New Mexico St.,Jacksonville St.,W
Pepperdine,Portland,L
East Carolina,Tulsa,L
Holy Cross,Lehigh,L
Loyola Marymount,San Diego,L
Southern Illinois,Drake,L
Lehigh,Holy Cross,W
Tulane,Temple,L
Kennesaw St.,UTEP,L
Fairfield,Manhattan,W
Delaware St.,Maryland Eastern Sho,W
UC Davis,Long Beach St.,W
Long Beach St.,UC Davis,L
Alabama St.,Grambling St.,L
Morgan St.,Coppin St.,W
Grambling St.,Alabama St.,W
Coppin St.,Morgan St.,L
Maryland Eastern Sho,Delaware St.,L
North Carolina Centr,South Carolina St.,L
Manhattan,Fairfield,L
Texas Southern,Prairie View A&M,L
Abilene Christian,Cal Baptist,L
Alcorn St.,Arkansas Pine Bluff,L
Toledo,Buffalo,W
Georgia Southern,South Alabama,W
Drake,Belmont,W
UNLV,San Diego St.,L
Miami OH,Ohio,W
Ohio,Miami OH,L
St. John's,Seton Hall,W
The Citadel,Chattanooga,W
Buffalo,Toledo,L
Akron,Northern Illinois,W
South Alabama,Georgia Southern,L
Chattanooga,The Citadel,L
Northern Iowa,Illinois St.,W
VCU,Dayton,W
Ball St.,Central Michigan,W
Central Arkansas,Bellarmine,W
San Diego St.,UNLV,W
Florida Gulf Coast,Lipscomb,W
West Virginia,UCF,W
Southern Miss,Texas St.,W
Illinois Chicago,Murray St.,W
Penn,Brown,W
Tennessee St.,Tennessee Martin,W
Seton Hall,St. John's,L
Harvard,Columbia,W
Kent St.,Western Michigan,W
Northeastern,North Carolina A&T,W
Bellarmine,Central Arkansas,L
Columbia,Harvard,L
Texas St.,Southern Miss,L
North Dakota,Denver,W
Bowling Green,Eastern Michigan,W
UNC Greensboro,VMI,W
Belmont,Drake,L
Western Michigan,Kent St.,L
Nebraska Omaha,South Dakota,W
UNC Asheville,Longwood,W
Fairfield,Saint Peter's,W
Dayton,VCU,L
Radford,Presbyterian,L
UCF,West Virginia,L
Presbyterian,Radford,W
Winthrop,Charleston Southern,W
Charleston Southern,Winthrop,L
Longwood,UNC Asheville,L
San Diego,Seattle,L
Portland,Washington St.,W
Central Michigan,Ball St.,L
Bradley,Valparaiso,W
High Point,Gardner Webb,W
Merrimack,Sacred Heart,W
Murray St.,Illinois Chicago,L
Stetson,Austin Peay,L
Eastern Michigan,Bowling Green,L
Washington St.,Portland,L
Morehead St.,Southeast Missouri S,W
Valparaiso,Bradley,L
Austin Peay,Stetson,W
Queens,West Georgia,W
Illinois St.,Northern Iowa,L
South Dakota,Nebraska Omaha,L
VMI,UNC Greensboro,L
North Carolina A&T,Northeastern,L
Denver,North Dakota,L
Seattle,San Diego,W
Southeast Missouri S,Morehead St.,L
Northern Illinois,Akron,L
Saint Peter's,Fairfield,L
Brown,Penn,L
Tennessee Martin,Tennessee St.,L
Gardner Webb,High Point,L
Lipscomb,Florida Gulf Coast,L
Sacred Heart,Merrimack,L
West Georgia,Queens,L
Wisconsin,Purdue,W
Louisville,Miami FL,W
Baylor,Utah,W
UCLA,USC,W
Purdue,Wisconsin,L
Miami FL,Louisville,L
Utah St.,New Mexico,W
Ohio St.,Indiana,W
Oregon,Washington,W
BYU,Texas Tech,W
Alabama,Auburn,W
Wyoming,San Jose St.,W
Vanderbilt,Tennessee,W
Georgia Southern,Coastal Carolina,W
Cornell,Dartmouth,W
George Mason,Saint Louis,W
New Mexico,Utah St.,L
Texas Tech,BYU,L
Oklahoma St.,Houston,L
Kansas,Kansas St.,W
Minnesota,Northwestern,W
Florida,Kentucky,W
Georgia Tech,Clemson,L
Georgia,Mississippi St.,W
Colorado,Arizona,L
Campbell,Stony Brook,W
Stanford,N.C. State,W
TCU,Cincinnati,W
Kansas St.,Kansas,L
Boise St.,Colorado St.,W
Villanova,Xavier,W
Liberty,Sam Houston St.,W
Florida St.,SMU,W
Southern Miss,Appalachian St.,W
Richmond,Duquesne,L
N.C. State,Stanford,L
Mississippi St.,Georgia,L
San Jose St.,Wyoming,L
Duke,North Carolina,W
Saint Joseph's,La Salle,W
Arkansas,Missouri,W
Queens,Austin Peay,W
Butler,DePaul,W
Virginia,Virginia Tech,W
Houston,Oklahoma St.,W
Utah,Baylor,L
Tennessee St.,Morehead St.,W
Arizona,Colorado,W
La Salle,Saint Joseph's,L
Washington,Oregon,L
Northwestern,Minnesota,L
Utah Valley,Utah Tech,W
FIU,Western Kentucky,W
Indiana,Ohio St.,L
Wichita St.,Florida Atlantic,W
Auburn,Alabama,L
UMBC,New Hampshire,W
Utah Tech,Utah Valley,L
Northern Iowa,Bradley,W
Kentucky,Florida,L
Virginia Tech,Virginia,L
Furman,Samford,W
Xavier,Villanova,L
Clemson,Georgia Tech,W
Stony Brook,Campbell,L
San Francisco,Portland,W
Oklahoma,Texas,W
Grand Canyon,Fresno St.,W
Iowa St.,Arizona St.,W
Drexel,Northeastern,W
Tennessee,Vanderbilt,L
East Tennessee St.,The Citadel,W
Samford,Furman,L
Cal Poly,Cal St. Bakersfield,W
USC,UCLA,L
Long Beach St.,Hawaii,W
Cal Baptist,Southern Utah,W
North Carolina,Duke,L
Bradley,Northern Iowa,L
Missouri,Arkansas,L
Providence,Georgetown,L
The Citadel,East Tennessee St.,L
Florida Atlantic,Wichita St.,L
New Mexico St.,Kennesaw St.,W
Vermont,Bryant,W
Colorado St.,Boise St.,L
Kennesaw St.,New Mexico St.,L
Louisiana Tech,Delaware,W
Marquette,Connecticut,W
Cincinnati,TCU,L
Arizona St.,Iowa St.,L
Sam Houston St.,Liberty,L
Middle Tennessee,Missouri St.,W
Wake Forest,California,W
Duquesne,Richmond,W
Pittsburgh,Syracuse,W
Northeastern,Drexel,L
SMU,Florida St.,L
Southern Utah,Cal Baptist,L
Towson,Hampton,W
Texas,Oklahoma,L
UC Davis,UC Irvine,L
Albany,UMass Lowell,L
Nevada,Air Force,W
Quinnipiac,Marist,L
Siena,Mount St. Mary's,W
Yale,Princeton,W
Georgetown,Providence,W
California,Wake Forest,L
High Point,UNC Asheville,W
Illinois Chicago,Drake,W
LSU,Texas A&M,L
Cal St. Fullerton,Cal St. Northridge,W
Appalachian St.,Southern Miss,L
Marist,Quinnipiac,W
Austin Peay,Queens,L
Mercer,Western Carolina,L
UC Santa Barbara,UC San Diego,L
UMass Lowell,Albany,W
Dartmouth,Cornell,L
Western Carolina,Mercer,W
Winthrop,Presbyterian,W
Loyola Chicago,George Washington,W
UNC Asheville,High Point,L
UNC Greensboro,Wofford,W
Idaho St.,Northern Arizona,W
New Hampshire,UMBC,L
South Carolina,Mississippi,W
Pacific,Seattle,W
North Dakota St.,Nebraska Omaha,W
North Dakota,St. Thomas,W
Texas A&M,LSU,W
Davidson,St. Bonaventure,W
Notre Dame,Boston College,L
Coastal Carolina,Georgia Southern,L
UC San Diego,UC Santa Barbara,W
Connecticut,Marquette,L
St. Bonaventure,Davidson,L
Syracuse,Pittsburgh,L
Saint Louis,George Mason,L
Portland,San Francisco,L
UC Irvine,UC Davis,W
Wofford,UNC Greensboro,L
Central Arkansas,Florida Gulf Coast,W
William & Mary,Elon,W
Boston College,Notre Dame,W
Hampton,Towson,L
Presbyterian,Winthrop,L
St. Thomas,North Dakota,L
Fresno St.,Grand Canyon,L
Jacksonville St.,UTEP,W
Western Kentucky,FIU,L
Bryant,Vermont,L
UT Arlington,Abilene Christian,W
DePaul,Butler,L
George Washington,Loyola Chicago,L
Hawaii,Long Beach St.,L
Abilene Christian,UT Arlington,L
Air Force,Nevada,L
Seattle,Pacific,L
Missouri St.,Middle Tennessee,L
Cal St. Northridge,Cal St. Fullerton,L
Morehead St.,Tennessee St.,L
Cal St. Bakersfield,Cal Poly,L
Fordham,Rhode Island,W
Mount St. Mary's,Siena,L
Mississippi,South Carolina,L
Florida Gulf Coast,Central Arkansas,L
Idaho,Sacramento St.,W
LIU,Wagner,W
Drake,Illinois Chicago,L
Elon,William & Mary,L
UTEP,Jacksonville St.,L
Wagner,LIU,L
NJIT,Maine,W
Maine,NJIT,L
Northern Arizona,Idaho St.,L
Rhode Island,Fordham,L
Mercyhurst,Stonehill,W
Princeton,Yale,L
Nebraska Omaha,North Dakota St.,L
Stonehill,Mercyhurst,L
Delaware,Louisiana Tech,L
Sacramento St.,Idaho,L
Northern Iowa,Illinois Chicago,W
Michigan,Michigan St.,W
Michigan St.,Michigan,L
Santa Clara,Pacific,W
Hofstra,William & Mary,W
Northern Kentucky,Green Bay,W
Towson,Charleston,W
Illinois,Maryland,W
Maryland,Illinois,L
Illinois Chicago,Northern Iowa,L
Tulane,Memphis,L
Memphis,Tulane,W
Boston University,Navy,W
Queens,Central Arkansas,W
Nebraska,Iowa,W
Iowa,Nebraska,L
Green Bay,Northern Kentucky,L
Pacific,Santa Clara,L
UNC Greensboro,Furman,L
Temple,Tulsa,L
San Francisco,Oregon St.,L
East Carolina,UAB,L
Oregon St.,San Francisco,W
Campbell,UNC Wilmington,W
Idaho,Montana St.,W
South Florida,Charlotte,W
Montana St.,Idaho,L
Siena,Fairfield,W
Idaho St.,Portland St.,L
High Point,Winthrop,W
Troy,Southern Miss,W
Tulsa,Temple,W
UAB,East Carolina,W
Rice,UTSA,W
Furman,UNC Greensboro,W
Central Arkansas,Queens,L
Portland St.,Idaho St.,W
Navy,Boston University,L
Georgia Southern,Marshall,W
Rutgers,Penn St.,W
Western Carolina,East Tennessee St.,L
Charlotte,South Florida,L
North Dakota St.,North Dakota,W
Lehigh,Colgate,W
William & Mary,Hofstra,L
Marshall,Georgia Southern,L
Colgate,Lehigh,L
Monmouth,Drexel,W
Winthrop,High Point,L
UNC Wilmington,Campbell,L
Charleston,Towson,L
North Dakota,North Dakota St.,L
Merrimack,Marist,W
Nicholls St.,Northwestern St.,W
East Tennessee St.,Western Carolina,W
New Orleans,Houston Christian,W
Fairfield,Siena,L
UTSA,Rice,L
Southern Miss,Troy,L
Drexel,Monmouth,L
Marist,Merrimack,L
Penn St.,Rutgers,L
Houston Christian,New Orleans,L
Northwestern St.,Nicholls St.,L
Santa Clara,Saint Mary's,W
Montana,Northern Colorado,W
Wright St.,Northern Kentucky,W
UT Rio Grande Valley,Nicholls St.,W
Texas A&M Corpus Chr,New Orleans,W
Saint Mary's,Santa Clara,L
Furman,East Tennessee St.,W
Northern Colorado,Montana,L
Northern Kentucky,Wright St.,L
Eastern Washington,Weber St.,W
Hofstra,Towson,W
Troy,Georgia Southern,W
Towson,Hofstra,L
Weber St.,Eastern Washington,L
New Orleans,Texas A&M Corpus Chr,L
Detroit Mercy,Robert Morris,W
Monmouth,Campbell,W
Gonzaga,Oregon St.,W
Nicholls St.,UT Rio Grande Valley,L
Alcorn St.,Alabama St.,W
Robert Morris,Detroit Mercy,L
Grambling St.,Mississippi Valley S,W
East Tennessee St.,Furman,L
Oregon St.,Gonzaga,L
Campbell,Monmouth,L
Georgia Southern,Troy,L
Alabama St.,Alcorn St.,L
Mississippi Valley S,Grambling St.,L
Santa Clara,Gonzaga,L
BYU,Kansas St.,W
Wake Forest,Virginia Tech,W
SMU,Syracuse,W
Gonzaga,Santa Clara,W
Oklahoma St.,Colorado,W
Kansas St.,BYU,L
Arizona St.,Baylor,W
Maryland,Oregon,W
Virginia Tech,Wake Forest,L
UMBC,UMass Lowell,W
Utah,Cincinnati,L
Colorado,Oklahoma St.,L
Northwestern,Penn St.,W
Pittsburgh,Stanford,W
Baylor,Arizona St.,L
Montana,Portland St.,W
Missouri St.,FIU,W
Hofstra,Monmouth,W
LIU,Mercyhurst,W
Syracuse,SMU,L
Penn St.,Northwestern,L
Stanford,Pittsburgh,L
FIU,Missouri St.,L
Cincinnati,Utah,W
Monmouth,Hofstra,L
Idaho,Eastern Washington,W
Mercyhurst,LIU,L
New Mexico St.,Jacksonville St.,W
Siena,Merrimack,W
UMass Lowell,UMBC,L
McNeese St.,UT Rio Grande Valley,W
Texas A&M Corpus Chr,Stephen F. Austin,L
Stephen F. Austin,Texas A&M Corpus Chr,W
Jackson St.,Grambling St.,W
UT Rio Grande Valley,McNeese St.,L
Eastern Washington,Idaho,L
Vermont,NJIT,W
Jacksonville St.,New Mexico St.,L
Detroit Mercy,Wright St.,L
Portland St.,Montana,L
Wright St.,Detroit Mercy,W
Oregon,Maryland,L
